File,Equipment ID,Loop/Stream ID,Description,Location
973011411C.dxf,79371411-E-20,F255,"441.06.02, 6B, 79371411, FLUE GAS FAN #3","(555.0, 135.0, 0.0)"
973011411C.dxf,79371411-E-21,F255-M01,"411, 6B, Flue gas fan 3, 79371411","(534.0, 81.0, 0.0)"
973011411C.dxf,973011521-E-211,M201,"973011521, 421, Z, ELECTROSTATIC PRECIPITATOR 1, 6B","(432.0, 495.0, 0.0)"
973011411C.dxf,311-E-511.01.02,M221,"421, Z, ELECTROSTATIC PRECIPITATOR 2, 311, 6B","(438.0, 300.0, 0.0)"
973011411C.dxf,973011411-E-24,M241,"421, Z, ELECTROSTATIC PRECIPITATOR 3, 973011411, 6B","(441.0, 138.0, 0.0)"
973011411C.dxf,973011411A-E-25,,"6B-HV-4179, 973011411A","(423.0, -36.0, 0.0)"
973011411C.dxf,973011411A-E-26,,"Precip inlet damper 3, 6B-HV-4179-M01, 973011411A, 6B, 411","(396.0, 237.0, 0.0)"
973011411C.dxf,973011411A-E-27,,"973011411A, 6B-HV-4185","(600.0, -30.0, 0.0)"
973011411C.dxf,973011411A-E-28,,"6B-HV-4185-M01, 973011411A, Precip outlet damper 3, 6B, 411","(573.0, 63.0, 0.0)"
973011421C.dxf,421-E-511.82.13,M227,"421, 6B, #2 ESP #3 COLLECTING ELECTRODE RAPP","(515.43, 271.04, 0.0)"
973011421C.dxf,421-E-511.82.12,M226,"421, 6B, #2 ESP #2 CHARGING ELECTRODE RAPPER","(551.05, 344.59, 0.0)"
973011421C.dxf,421-E-511.82.11,M225,"421, 6B, #2 ESP #2 COLLECTING ELECTRODE RAPP","(532.86, 292.04, 0.0)"
973011421C.dxf,421-E-511.82.10,M224,"421, 6B, #2 ESP #1 CHARGING ELECTRODE RAPPER","(516.4, 305.59, 0.0)"
973011421C.dxf,421-E-511.82.09,M223,"421, 6B, #2 ESP #1 COLLECTING ELECTRODE RAPP","(523.3, 322.04, 0.0)"
973011421C.dxf,421-E-511.82.08,M222,"#2 ESP INLET GAS ELECTRODE RAPPER, 421, 6B","(336.45, 354.8, 0.0)"
973011421C.dxf,421-E-205,M202,"421, 6B, #1 ESP INLET GAS RAPPING SYSTEM","(186.0, 201.0, 0.0)"
973011421C.dxf,421-E-206,M203,"421, #1 ESP #1 COLLECTING ELECTRODE RAPP, 6B","(198.0, 264.0, 0.0)"
973011421C.dxf,421-E-511.82.03X21,M204,"421, 6B, #1 ESP #1 CHARGING ELECTRODE RAPPER","(279.0, 318.0, 0.0)"
973011421C.dxf,421-E-511.82.04X21,M205,"421, 6B, #1 ESP #2 COLLECTING ELECTRODE RAPP","(282.0, 327.0, 0.0)"
973011421C.dxf,421-E-511.82.05X21,M206,"421, 6B, #1 ESP #2 CHARGING ELECTRODE RAPPER","(111.0, 294.0, 0.0)"
973011421C.dxf,521-E-511.82.06,M207,"421, 6B, #1 ESP #3 COLLECTING ELECTRODE RAPP, 521","(306.0, 342.0, 0.0)"
973011421C.dxf,521-E-511.82.01.1,M242,"421, 6B, #3 ESP INLET GAS RAPPING SYSTEM, 521","(741.0, 336.0, 0.0)"
973011421C.dxf,521-E-511.82.021,M243,"421, 6B, 521, #3 ESP #1 COLLECTING ELECTRODE RAPP","(750.0, 321.0, 0.0)"
973011421C.dxf,521-E-511.82.031,M244,"421, 6B, #3 ESP #1 CHARGING ELECTRODE RAPPER, 521","(771.0, 360.0, 0.0)"
973011421C.dxf,521-E-511.82.041,M245,"#3 ESP #2 COLLECTING ELECTRODE RAPP, 421, 6B, 521","(735.0, 288.0, 0.0)"
973011421C.dxf,521-E-511.82.051,M246,"#3 ESP #2 CHARGING ELECTRODE RAPPER, 421, 6B, 521","(738.0, 273.0, 0.0)"
973011421C.dxf,521-E-511.82.06.1,M247,"421, 6B, #3 ESP #3 COLLECTING ELECTRODE RAPP, 521","(744.0, 279.0, 0.0)"
973011421C.dxf,973011521-E-211,M201,"973011521, 421, Z, ELECTROSTATIC PRECIPITATOR 1, 6B","(183.0, 360.0, 0.0)"
973011421C.dxf,311-E-511.01.02,M221,"421, Z, ELECTROSTATIC PRECIPITATOR 2, 311, 6B","(450.0, 360.0, 0.0)"
973011421C.dxf,973011411-E-24,M241,"421, Z, ELECTROSTATIC PRECIPITATOR 3, 973011411, 6B","(669.0, 363.0, 0.0)"
973011421C.dxf,973011421A-E-224,C211-M01,"421, 973011421A, ASH CONVEYOR EP 1, 6B","(-48.0, 282.0, 0.0)"
973011421C.dxf,973011421A-E-225,C210-M01,"421, 973011421A, ASH CONVEYOR EP 1, 6B","(-45.0, 252.0, 0.0)"
973011421C.dxf,973011421A-E-226.1,M202-M01,"421, 973011421A, #1 ESP INLET GAS RAPPING SYSTEM, 6B","(-33.0, 351.0, 0.0)"
973011421C.dxf,973011421A-E-227,M203-M01,"421, #1 ESP #1 COLLECTING ELECTRODE RAPP, 973011421A, 6B","(-60.0, 330.0, 0.0)"
973011421C.dxf,973011421A-E-228,M204-M01,"973011421A, 421, #1 ESP #1 CHARGING ELECTRODE RAPPER, 6B","(-93.0, 330.0, 0.0)"
973011421C.dxf,973011421A-E-229,M205-M01,"421, 973011421A, #1 ESP #2 COLLECTING ELECTRODE RAPP, 6B","(-108.0, 267.0, 0.0)"
973011421C.dxf,973011421A-E-230,M206-M01,"421, 973011421A, #1 ESP #2 CHARGING ELECTRODE RAPPER, 6B","(-84.0, 282.0, 0.0)"
973011421C.dxf,973011421A-E-231,M207-M01,"421, 973011421A, #1 ESP #3 COLLECTING ELECTRODE RAPP, 6B","(-84.0, 252.0, 0.0)"
973011421C.dxf,973011421A-E-232,M222-M01,"#2 ESP INLET GAS ELECTRODE RAPPER, 421, 973011421A, 6B","(501.0, 342.0, 0.0)"
973011421C.dxf,973011421A-E-233,M223-M01,"421, 973011421A, #2 ESP #1 COLLECTING ELECTRODE RAPP, 6B","(516.0, 321.0, 0.0)"
973011421C.dxf,973011421A-E-234,M224-M01,"421, 973011421A, #2 ESP #1 CHARGING ELECTRODE RAPPER, 6B","(516.0, 312.0, 0.0)"
973011421C.dxf,973011421A-E-235,M225-M01,"421, 973011421A, #2 ESP #2 COLLECTING ELECTRODE RAPP, 6B","(531.0, 306.0, 0.0)"
973011421C.dxf,973011421A-E-236,M226-M01,"421, 973011421A, #2 ESP #2 CHARGING ELECTRODE RAPPER, 6B","(525.0, 288.0, 0.0)"
973011421C.dxf,973011421A-E-237,M227-M01,"973011421A, 421, #2 ESP #3 COLLECTING ELECTRODE RAPP, 6B","(522.0, 276.0, 0.0)"
973011421C.dxf,973011421A-E-238,C230-M01,"421, ASH CONVEYOR EP 2, 973011421A, 6B","(519.0, 258.0, 0.0)"
973011421C.dxf,973011421A-E-239,C231-M01,"421, ASH CONVEYOR EP 2, 973011421A, 6B","(519.0, 249.0, 0.0)"
973011421C.dxf,973011421A-E-240,C232-M01,"421, 973011421A, EP 2 COLLECTING CONVEYOR, 6B","(522.0, 237.0, 0.0)"
973011421C.dxf,973011421A-E-241,,973011421A,"(120.0, 246.0, 0.0)"
973011421C.dxf,973011421A-E-242,M242-M01,"973011421A, 421, #3 ESP INLET GAS RAPPING SYSTEM, 6B","(714.0, 339.0, 0.0)"
973011421C.dxf,973011421A-E-243,M243-M01,"421, 973011421A, 6B, #3 ESP #1 COLLECTING ELECTRODE RAPP","(729.0, 318.0, 0.0)"
973011421C.dxf,973011421A-E-244,M244-M01,"421, 973011421A, #3 ESP #1 CHARGING ELECTRODE RAPPER, 6B","(732.0, 309.0, 0.0)"
973011421C.dxf,973011421A-E-245,M245-M01,"#3 ESP #2 COLLECTING ELECTRODE RAPP, 421, 973011421A, 6B","(732.0, 297.0, 0.0)"
973011421C.dxf,973011421A-E-246,M246-M01,"#3 ESP #2 CHARGING ELECTRODE RAPPER, 421, 973011421A, 6B","(729.0, 282.0, 0.0)"
973011421C.dxf,973011421A-E-247,M247-M01,"421, 973011421A, #3 ESP #3 COLLECTING ELECTRODE RAPP, 6B","(729.0, 273.0, 0.0)"
973011421C.dxf,973011421A-E-248,C250-M01,"ASH CONVEYOR EP 3, 421, 973011421A, 6B","(729.0, 261.0, 0.0)"
973011421C.dxf,973011421A-E-249,C251-M01,"ASH CONVEYOR EP 3, 421, 973011421A, 6B","(735.0, 252.0, 0.0)"
973011421C.dxf,973011421A-E-250,C252-M01,"421, 973011421A, 6B, EP 3 COLLECTING CONVEYOR","(729.0, 234.0, 0.0)"
973011521C.dxf,521-E-664.01.01,T293,"87152531, OF_LEVEL, TOPT, CONS, MIXING TANK, 521, DIAM, HEIGHT, TIME, 6B, 664.01.01, VOL","(333.0, 78.0, 0.0)"
973011521C.dxf,521-521-E-195,C267,"6B, SALT CAKE SILO ELEVATOR, 521","(734.27, 281.58, 0.0)"
973011521C.dxf,521-521-E-197,C272,"ASH CRUSHER, 6B, 521","(57.0, 501.0, 0.0)"
973011521C.dxf,521-521-E-198,C272-M01,"6B, Ash crusher, 521","(87.0, 327.0, 0.0)"
973011521C.dxf,521-521-E-200,C271,"6B, PREBOILER BANK HOPPER CONVEYOR, 521, 87152521","(78.27, 424.17, 0.0)"
973011521C.dxf,521-521-E-201,C273,"PREBOILER BANK ROTARY FEEDER, 6B, 521, 87152521","(68.59, 492.41, 0.0)"
973011521C.dxf,521-521-E-200-M01,C271-M01,"Preboiler bank hopper conveyor, 6B, 521","(40.7, 422.88, 0.0)"
973011521C.dxf,521-521-E-204,,"87152521, SALT CAKE SILO ELEVATOR, 521","(753.0, 255.0, 0.0)"
973011521C.dxf,973011521-E-211,M201,"973011521, 421, Z, ELECTROSTATIC PRECIPITATOR 1, 6B","(333.0, 486.0, 0.0)"
973011521C.dxf,311-E-511.01.02,M221,"421, Z, ELECTROSTATIC PRECIPITATOR 2, 311, 6B","(501.0, 504.0, 0.0)"
973011521C.dxf,973011411-E-24,M241,"421, Z, ELECTROSTATIC PRECIPITATOR 3, 973011411, 6B","(669.0, 510.0, 0.0)"
973011521C.dxf,973011521-E-214,T268,"973011521, 6B, MAKE-UP SALT SILO","(717.0, 234.0, 0.0)"
973011521C.dxf,973011521-E-215,T266,"973011521, PRECIPITATOR ASH DILUTION TANK, 6B, 521","(492.0, 42.0, 0.0)"
973011521C.dxf,973011521-E-216,C265,"973011521, ESP ASH SCREW CONVEYOR, 6B, 521","(600.0, 159.0, 0.0)"
973011521C.dxf,973011521-E-217,C265-M01,"973011521, EP ash screw conveyor, 6B, 521","(534.0, 165.0, 0.0)"
973011521C.dxf,973011521A-E-218,C269-M01,"521, 6B, 973011521A, Make-up salt conveyor","(888.0, 219.0, 0.0)"
973011521C.dxf,973011521A-E-219,C264-M01,"521, 6B, 973011521A, EP ash transfer conveyor","(435.0, -54.0, 0.0)"
973011521C.dxf,973011521C-E-220,C270,"6B, SALT CRUSHER, 973011521C, 521","(762.0, 318.0, 0.0)"
973011521C.dxf,973011521C-E-221,C270-M01,"6B, SALT CRUSHER, 973011521C, 521","(685.21, 335.66, 0.0)"
973011531C.dxf,431-E-17,P312-M01,"431, 6B, Black liquor transfer pump 2, 531","(556.63, 247.09, 0.0)"
973011531C.dxf,431-E-664.04.01,F316,"431, MIXING TANK VENT GAS SCRUBBER, 6B, 531","(516.92, 438.66, 0.0)"
973011531C.dxf,521-E-664.01.01,T293,"87152531, OF_LEVEL, TOPT, CONS, MIXING TANK, 521, DIAM, HEIGHT, TIME, 6B, 664.01.01, VOL","(372.0, 357.0, 0.0)"
973011531C.dxf,973011531-E-19,T305,"OF_LEVEL, TOPT, CONS, DIAM, 973011531, HEIGHT, SUMP TANK, TIME, 6B, VOL","(84.0, 45.0, 0.0)"
973011531C.dxf,973011531C-E-20,,973011531C,"(912.0, 282.0, 0.0)"
973011531C.dxf,973011531C-E-21,,973011531C,"(966.0, 210.0, 0.0)"
973011531C.dxf,973011531C-E-22,,973011531C,"(-39.0, 372.0, 0.0)"
973011541C.dxf,441-E-652.01,M324,"541, 6B, 441, BL DIRECT PREHEATER","(426.0, 270.0, 0.0)"
973011541C.dxf,79371541-E-2,P035,"79371541, IN, 6A, OUT, Z, FIRING LIQUOR PUMP 1, HEAD, FLOW","(-243.0, 201.0, 0.0)"
973011541C.dxf,79371541-E-3,P036,"79371541, IN, 6A, OUT, Z, FIRING LIQUOR PUMP 2, HEAD, FLOW","(-222.0, 156.0, 0.0)"
973011541C.dxf,79371541-E-4,P036-M01,"79371541, 541, Firing liquor pump 2, 6A","(147.0, 117.0, 0.0)"
973011541C.dxf,79371541-E-5,P035-M01,"79371541, 541, Firing liquor pump 1, 6A","(138.0, 177.0, 0.0)"
973011541C.dxf,973011541C-E-6,,973011541C,"(228.0, -24.0, 0.0)"
973011541C.dxf,973011541C-E-71,,973011541C,"(345.0, -72.0, 0.0)"
973011541C.dxf,973011541C-E-8,,973011541C,"(657.0, 624.0, 0.0)"
973011551C.dxf,973011551C-E-5,,973011551C,"(867.0, 204.0, 0.0)"
973011551C.dxf,973011551C-E-6,,973011551C,"(522.0, -18.0, 0.0)"
973011581C.dxf,481-E-633.06.02,M342,"581, 633.06.02, SMELT SPOUT 2, 6B, 481","(372.0, 192.0, 0.0)"
973011581C.dxf,481-E-633.06.03,M343,"581, 633.06.03, SMELT SPOUT 3, 6B, 481","(447.0, 192.0, 0.0)"
973011581C.dxf,481-E-633.06.04,M344,"581, 633.06.04, SMELT SPOUT 4, 6B, 481","(516.0, 192.0, 0.0)"
973011581C.dxf,481-E-633.06.01,M341,"581, 633.06.01, SMELT SPOUT 1, 6B, 481","(300.0, 192.0, 0.0)"
973011591C.dxf,591-E-657.02,M348,"VENT GAS SCRUBBER, 591, 6B, LAVADOR DE GASES DE VENTEO","(336.0, 353.11, 0.0)"
973011591C.dxf,591-E-657.03,W353,"ENFRIADOR LAVAD. GAS VENTEO TK DISOLVEDOR, 591, 6B, VENT GAS SCRUBBER COOLER","(447.0, 301.5, 0.0)"
973011591C.dxf,591-E-16,T355,"OF_LEVEL, TANQUE DE AGUA DE SELLOS, TOPT, WATER SEAL, CONS, DIAM, HEIGHT, 591, TIME, 6B, VOL","(303.0, 114.0, 0.0)"
973011591C.dxf,591-E-17,F349-M01,"591, 6B, Vent gas scrubber fan","(345.0, 510.0, 0.0)"
973011631C.dxf,631-E-3,M371,"6B, 631, START-UP BURNER 1, 641","(-1041.0, 429.0, 0.0)"
973011631C.dxf,631-E-4,M372,"START-UP BURNER 2, 6B, 631, 641","(-993.0, 429.0, 0.0)"
973011631C.dxf,631-E-5,M373,"START-UP BURNER 3, 6B, 631, 641","(-948.0, 432.0, 0.0)"
973011631C.dxf,631-E-6,M374,"START-UP BURNER 4, 6B, 631, 641","(-906.0, 429.0, 0.0)"
973011631C.dxf,149074631_210806-E-18,M375,"START-UP BURNER 5, 6B, 641, 149074631_210806","(-858.0, 429.0, 0.0)"
973011631C.dxf,149074631_210806-E-19,M376,"6B, START-UP BURNER 6, 641, 149074631_210806","(-810.0, 429.0, 0.0)"
973011631C.dxf,X841-E-2,"M451, X841","6B, 841, RB LVHC-GAS BURNER","(-702.0, 423.0, 0.0)"
973011641C.dxf,641-E-341.01.01,,"341.01.01, 641","(342.0, 531.0, 0.0)"
973011641C.dxf,641-E-341.01.1A,,"641, FLAME SCANNER","(523.27, 495.0, 0.0)"
973011641C.dxf,631-E-3,M371,"6B, 631, START-UP BURNER 1, 641","(519.0, 480.0, 0.0)"
973011641C.dxf,631-E-4,M372,"START-UP BURNER 2, 6B, 631, 641","(609.0, 492.0, 0.0)"
973011641C.dxf,631-E-5,M373,"START-UP BURNER 3, 6B, 631, 641","(657.0, 489.0, 0.0)"
973011641C.dxf,631-E-6,M374,"START-UP BURNER 4, 6B, 631, 641","(561.0, 342.0, 0.0)"
973011641C.dxf,149074631_210806-E-18,M375,"START-UP BURNER 5, 6B, 641, 149074631_210806","(609.0, 345.0, 0.0)"
973011641C.dxf,149074631_210806-E-19,M376,"6B, START-UP BURNER 6, 641, 149074631_210806","(660.0, 339.0, 0.0)"
973011711C.dxf,481-E-633.06.01,M341,"581, 633.06.01, SMELT SPOUT 1, 6B, 481","(189.0, 528.0, 0.0)"
973011711C.dxf,481-E-633.06.02,M342,"581, 633.06.02, SMELT SPOUT 2, 6B, 481","(201.0, 498.0, 0.0)"
973011711C.dxf,481-E-633.06.03,M343,"581, 633.06.03, SMELT SPOUT 3, 6B, 481","(210.0, 468.0, 0.0)"
973011711C.dxf,481-E-633.06.04,M344,"581, 633.06.04, SMELT SPOUT 4, 6B, 481","(221.96, 438.04, 0.0)"
973011711C.dxf,973011711-E-13,M409,"EJECTOR 4, 6B, 973011711, 711","(369.0, 288.0, 0.0)"
973011711C.dxf,973011711-E-14,M406,"EJECTOR 1, 6B, 973011711, 711","(423.0, 171.0, 0.0)"
973011711C.dxf,973011711-E-15,M407,"6B, 973011711, EJECTOR 2, 711","(393.0, 183.0, 0.0)"
973011711C.dxf,973011711-E-16,M408,"6B, 973011711, 711, EJECTOR 3","(390.0, 237.0, 0.0)"
973011731C.dxf,111-E-15,P003,"WATER WASH PUMP, IN, Z, BMS, OUT, 111, HEAD, 6B, FLOW","(459.0, 186.0, 0.0)"
973011731C.dxf,79371541-E-2,P035,"79371541, IN, 6A, OUT, Z, FIRING LIQUOR PUMP 1, HEAD, FLOW","(255.0, 231.0, 0.0)"
973011731C.dxf,79371541-E-3,P036,"79371541, IN, 6A, OUT, Z, FIRING LIQUOR PUMP 2, HEAD, FLOW","(183.0, 144.0, 0.0)"
973011811C.dxf,811-E-2,T433,"OF_LEVEL, TOPT, LVHC CONDENSATE PUMP TANK 2, CONS, DIAM, HEIGHT, TIME, 6B, VOL, 811","(195.0, 276.0, 0.0)"
973011811C.dxf,811-E-3,P434,"IN, OUT, HEAD, FOUL CONDENSATE PUMP 2, 6B, 811, FLOW","(198.0, 54.0, 0.0)"
973011811C.dxf,973011811A-E-4,P434-M01,"973011811A, 6B, Foul condensate pump 2, 811","(159.0, -18.0, 0.0)"
973011821C.dxf,821-E-1,M032,"821, Höyryejektori, STEAM EJECTOR, 6A","(291.97, 453.33, 0.0)"
973011821C.dxf,973011821-E-1,T014,"973011821, FOG GAS WATER SEAL, 821, 6A","(261.0, 192.0, 0.0)"
973011821C.dxf,973011821-E-2,M033,"973011821, 821, FOG GAS P/V BREAKER, 6A","(183.0, 420.0, 0.0)"
973011831C.dxf,831-E-2,T431,"OF_LEVEL, TOPT, CONS, 831, DIAM, HEIGHT, LVHC CONDENSATE PUMP TANK 1, TIME, 6B, VOL","(195.0, 276.0, 0.0)"
973011831C.dxf,831-E-3,P432,"FOUL CONDENSATE PUMP 1, IN, 3 l/s, OUT, 831, 30, 6B","(219.0, 24.0, 0.0)"
973011831C.dxf,973011831A-E-4,P432-M01,"973011831A, 6B, Foul condensate pump 1, 831","(189.0, -27.0, 0.0)"
973011841C.dxf,X841-E-2,"M451, X841","6B, 841, RB LVHC-GAS BURNER","(556.09, 275.34, 0.0)"
973011841C.dxf,X841-E-1,"T444, X841","OF_LEVEL, TOPT, DROPLET SEPARATOR, TIME, 6B","(255.71, 454.5, 0.0)"
973011841C.dxf,X841-E-112,X841,IGNITOR,"(612.32, 119.91, 0.0)"
973011841C.dxf,X841-E-22,X841,FLAME SCANNER,"(624.31, 48.7, 0.0)"
973011841C.dxf,X841-E-23,X841,,"(605.16, 20.89, 0.0)"
973011841C.dxf,821-E-11,T447,"821, OF_LEVEL, TOPT, DROPLET SEPARATOR, TIME, 6B","(255.71, 316.5, 0.0)"
973011841C.dxf,973011841-E-4,M448,"6B, 841, 973011841, FLAME ARRESTER","(471.0, 324.0, 0.0)"
973011841C.dxf,973011841-E-5,M445,"6B, 841, 973011841, FLAME ARRESTER","(558.0, 204.0, 0.0)"
973011851C.dxf,851-E-10,T461,"851, OF_LEVEL, TOPT, DROPLET SEPARATOR, CONS, 87152851, DIAM, HEIGHT, TIME, 6B, VOL","(165.12, 336.93, 0.0)"
973011851C.dxf,851-E-1022,T464,"851, OF_LEVEL, TOPT, DROPLET SEPARATOR, CONS, 87152851, DIAM, HEIGHT, TIME, 6B, VOL","(198.12, 111.93, 0.0)"
973011861C.dxf,861-E-1.1,,"-F-23, 1, 861, RC HVLC GAS FAN, 6C","(336.0, 537.0, 0.0)"
973011861C.dxf,"-E-57, 861-E-21",,"RC HVLC SCRUBBER, 6C, 861","(201.0, 498.0, 0.0)"
973011861C.dxf,861-E-3,,"SCRUBBER CIRCULATION PUMP, IN, OUT, 861, 14, -P-77, 6C, 50","(351.0, 264.0, 0.0)"
973011861C.dxf,861-E-5,,"-F-23-M01, RC HVLC fan, 6C, 861","(330.0, 519.0, 0.0)"
973011861C.dxf,861-E-6,,"Scrubber circulation pump, 6C, -P-77-M01, 861","(291.0, 174.0, 0.0)"
973011861C.dxf,"861-E-4, -E-58",,"6C, HEAT EXCHANGER, 861","(579.0, 150.0, 0.0)"
973011871C.dxf,871-E-1.1,F001,"VENT GAS FAN, 871, 6A","(498.0, 480.0, 0.0)"
973011871C.dxf,871-E-21,M031,"SCRUBBER, 871, 6A","(201.0, 498.0, 0.0)"
973011871C.dxf,871-E-3,P040,"SCRUBBER CIRCULATION PUMP, IN, 6A, OUT, 871, HEAD, FLOW","(333.0, 318.0, 0.0)"
973011871C.dxf,871-E-5,F001-M01,"Vent gas fan, 871, 6A","(330.0, 519.0, 0.0)"
973011871C.dxf,871-E-6,P040-M01,"Scrubber circulation pump, 871, 6A","(291.0, 342.0, 0.0)"
973011871C.dxf,79371871-E-7,P039,"SCRUBBER CIRCULATION PUMP, IN, 6A, 79371871, OUT, 871, HEAD, FLOW","(177.0, 267.0, 0.0)"
973011871C.dxf,79371871-E-8,P039-M01,"79371871, Scrubber circulation pump, 871, 6A","(189.0, 330.0, 0.0)"
973011871C.dxf,871-E-4,W006,"HEAT EXCHANGER, 871, 6A","(558.0, 228.0, 0.0)"
973011881C.dxf,881-E-11,F469-M01,"881, 851, 6B, FD fan","(112.46, 332.86, 0.0)"
973011881C.dxf,881-E-2,M467,"881, 851, 124778, 6B, STAND-BY LVHC BURNER","(582.0, 549.0, 0.0)"
973011881C.dxf,881-E-6.1,M462,"881, 6B, 124778, FLAME ARRESTER","(382.66, 438.4, 0.0)"
973011881C.dxf,881-E-6.122,M465,"881, 6B, 124778, FLAME ARRESTER","(247.66, 354.4, 0.0)"
973011931C.dxf,931-E-1,P501,"IN, OUT, HEAD, 931, WARM WATER PUMP, 6B, FLOW","(552.0, 184.31, 0.0)"
973011931C.dxf,931-E-2,P501-M01,"6B, Warm water pump, 931","(240.0, 177.0, 0.0)"
973011981C.dxf,973011981-E-21,M520,"973011981, 6B, 981, EJECTOR","(483.0, 486.0, 0.0)"
